token,locations,glossaryMatched,category,englishName,koreanName,tooltipRendered,approved,approvalReason,unwrappedLocations,unwrappedExamples
TT-BTNMT,detail:C-010,false,official-project/document-code,,,false,true,TT-BTNMT는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
TWh,detail:B-039 | guide,true,unit,Terawatt-hour,테라와트시,true,true,registered public glossary term,,
TX35,guide,true,climate-risk,Days with Tmax ≥ 35°C,일최고기온 35°C 이상 일수,true,true,registered public glossary term,,
TX40,guide,true,climate-risk,Days with Tmax ≥ 40°C,일최고기온 40°C 이상 일수,true,true,registered public glossary term,,
UAE,detail:A-029,false,literal-geographic/ordinal-code,,,false,true,UAE는 원천의 국가·방향·장·등급·필드 표기에 사용된 리터럴 코드입니다. 화면 문맥으로 식별되며 도메인 용어 약어가 아니므로 원문을 유지합니다.,,
UBTVQH14,detail:C-019,false,official-source-identifier,,,false,true,UBTVQH14는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
UBTVQH15,detail:C-019 | download,false,official-source-identifier,,,false,true,UBTVQH15는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
UIS,detail:E-009 | download | finder | guide,true,organisation,UNESCO Institute for Statistics,유네스코 통계연구소,true,true,registered public glossary term,,
UMD,detail:B-029 | detail:B-030 | detail:B-031 | detail:B-032 | detail:B-033 | detail:B-034 | download | guide | home,true,organisation,University of Maryland,메릴랜드대학교,true,true,registered public glossary term,,
UN,detail:A-032 | detail:B-020 | detail:C-011 | detail:D-018 | detail:D-021 | detail:D-023 | download | finder | guide,true,organisation,United Nations,유엔,true,true,registered public glossary term,,
UNCTAD,detail:A-033 | download | guide,true,organisation,United Nations Conference on Trade and Development,유엔무역개발회의,true,true,registered public glossary term,,
UNDP,detail:D-005 | detail:D-007 | detail:D-008 | detail:D-009 | detail:D-020 | detail:D-021 | detail:D-023 | detail:E-004 | finder | guide,true,organisation,United Nations Development Programme,유엔개발계획,true,true,registered public glossary term,,
UNEP,detail:B-029 | detail:C-005 | detail:C-006 | detail:D-019 | detail:D-021 | detail:E-004 | download | finder | guide,true,organisation,United Nations Environment Programme,유엔환경계획,true,true,registered public glossary term,,
UNEP,guide,true,organisation,UNEP Copenhagen Climate Centre,유엔환경계획 코펜하겐 기후센터,true,true,registered public glossary term,,
UNESCO,detail:D-021 | detail:E-004 | detail:E-009 | detail:E-010 | download | finder | guide,true,organisation,"United Nations Educational, Scientific and Cultural Organization",유네스코,true,true,registered public glossary term,,
UNESCO,guide,true,organisation,UNESCO Institute for Statistics,유네스코 통계연구소,true,true,registered public glossary term,,
UNFC,detail:B-040 | guide,true,organisation,United Nations Framework Classification for Resources,유엔 자원분류체계,true,true,registered public glossary term,,
UNFCCC,detail:C-001 | detail:C-002 | detail:C-003 | detail:C-006 | detail:C-007 | detail:C-008 | detail:C-024 | detail:C-025 | detail:D-019 | detail:E-002 | detail:E-007 | download | finder | guide,true,organisation,United Nations Framework Convention on Climate Change,유엔기후변화협약,true,true,registered public glossary term,,
UNFCCC,guide,true,organisation,Climate Technology Centre and Network,기후기술센터·네트워크,true,true,registered public glossary term,,
UNICEF,detail:D-021 | finder | guide,true,organisation,United Nations Children's Fund,유엔아동기금,true,true,registered public glossary term,,
UNIDO,detail:D-019 | detail:D-021 | detail:E-004 | finder | guide,true,organisation,United Nations Industrial Development Organization,유엔산업개발기구,true,true,registered public glossary term,,
UNODC,detail:C-011 | download | guide,true,organisation,United Nations Office on Drugs and Crime,유엔마약범죄사무소,true,true,registered public glossary term,,
UNOPS,guide,true,organisation,United Nations Office for Project Services,유엔프로젝트조달기구,true,true,registered public glossary term,,
URL,detail:C-001 | detail:C-002 | detail:C-004 | detail:C-006 | detail:C-007 | detail:C-008 | detail:C-009 | detail:C-010 | detail:C-011 | detail:C-012 | detail:C-014 | detail:C-015 | detail:C-019 | detail:C-022,false,allowlist,,,false,true,web address vocabulary,,
US,detail:A-033 | detail:B-012 | detail:B-022 | detail:B-024 | detail:C-008 | download | finder,false,literal-geographic/ordinal-code,,,false,true,US는 원천의 국가·방향·장·등급·필드 표기에 사용된 리터럴 코드입니다. 화면 문맥으로 식별되며 도메인 용어 약어가 아니므로 원문을 유지합니다.,,
USD,detail:A-003 | detail:A-017 | detail:A-030 | detail:A-032 | detail:B-014 | detail:B-015 | detail:B-021 | detail:B-022 | detail:C-001 | detail:C-002 | detail:C-003 | detail:C-004 | detail:C-008 | detail:C-012 | detail:C-019 | detail:C-024 | detail:D-001 | detail:D-006 | detail:D-009 | detail:D-010 | detail:D-011 | detail:D-012 | detail:D-014 | detail:D-015 | detail:D-016 | detail:D-017 | detail:D-018 | detail:D-019 | detail:D-020 | detail:D-021 | detail:D-022 | detail:D-023 | detail:D-024 | detail:D-025 | detail:D-026 | detail:E-006 | detail:E-010 | detail:E-012 | guide,true,unit,United States Dollar,미국 달러,true,true,registered public glossary term,,detail:A-003: 측정값(USD) | detail:A-017: 단위: USD/MWh | detail:A-017: 85 USD/MWh | detail:A-017: 90 USD/MWh | detail:A-017: 103 USD/MWh | detail:A-017: 66 USD/MWh | detail:A-017: 79 USD/MWh | detail:A-017: 99 USD/MWh | detail:A-017: 18 USD/MWh | detail:A-017: 21 USD/MWh | detail:A-017: 25 USD/MWh | detail:A-017: 20 USD/MWh
USGS,detail:B-044 | detail:B-045 | detail:B-046 | detail:B-047 | detail:B-048 | download | finder | guide,true,organisation,United States Geological Survey,미국 지질조사국,true,true,registered public glossary term,,detail:B-044: 2026 · USGS Mineral Commodity Summaries 2026
USPTO,detail:E-008 | guide,true,organisation,United States Patent and Trademark Office,미국 특허상표청,true,true,registered public glossary term,,
V3.0,detail:B-009,false,official-source-identifier,,,false,true,V3.0는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
VAST,detail:E-005 | detail:E-008 | guide,true,organisation,Vietnam Academy of Science and Technology,베트남과학기술원,true,true,registered public glossary term,,
VBHN-VPQH,detail:C-012,false,official-project/document-code,,,false,true,VBHN-VPQH는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
VC,detail:D-024 | guide,true,trade-investment,Venture Capital,벤처캐피털,true,true,registered public glossary term,,
VCCI,detail:A-029 | download | guide,true,organisation,Vietnam Chamber of Commerce and Industry,베트남상공회의소,true,true,registered public glossary term,,
VCM,detail:D-004 | download | guide,true,trade-investment,Voluntary Carbon Market,자발적 탄소시장,true,true,registered public glossary term,,
VCS,detail:C-022 | detail:C-025 | guide,true,climate-policy,Verified Carbon Standard,검증 탄소표준,true,true,registered public glossary term,,
VDB,detail:E-003 | guide,true,organisation,Vietnam Development Bank,베트남개발은행,true,true,registered public glossary term,,
VE,detail:D-021,false,public-brand/literal-fragment,,,false,true,VE는 공개된 기관·회사·자료의 상표 또는 원문 명칭 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 주변 공개 명칭과 함께 유지합니다.,,
VETS,detail:E-001 | guide,true,organisation,Vietnam Technology Solutions Joint Stock Company,베트남 기술솔루션 주식회사,true,true,registered public glossary term,,
VIII,guide,true,energy-technology,Viet Nam Power Development Plan VIII,베트남 제8차 국가전력개발계획,true,true,registered public glossary term,,
VKIST,detail:D-017 | guide,true,organisation,Vietnam-Korea Institute of Science and Technology,한·베 과학기술연구원,true,true,registered public glossary term,,
VN,detail:E-004,false,literal-geographic/ordinal-code,,,false,true,VN는 원천의 국가·방향·장·등급·필드 표기에 사용된 리터럴 코드입니다. 화면 문맥으로 식별되며 도메인 용어 약어가 아니므로 원문을 유지합니다.,,
VNCPC,detail:E-001 | guide,true,organisation,Vietnam Cleaner Production Centre,베트남 청정생산센터,true,true,registered public glossary term,,
VND,detail:C-010 | detail:C-013 | detail:C-014 | detail:C-017 | detail:C-018 | detail:C-019 | detail:D-006 | detail:D-008 | detail:D-009 | detail:E-012 | guide,true,unit,Vietnamese Dong,베트남 동,true,true,registered public glossary term,,"detail:E-012: 7,700,000 VND | detail:E-012: 2024년 · VND | detail:E-012: 월평균 임금 (천VND)"
VNEEC,detail:E-001 | guide,true,organisation,Vietnam Energy and Environment Consultancy,베트남 에너지·환경 컨설팅기관,true,true,registered public glossary term,,
VNMC,detail:B-023 | detail:B-025 | detail:B-028 | guide,true,organisation,Viet Nam National Mekong Committee,베트남 국가메콩위원회,true,true,registered public glossary term,,
VNU,detail:E-005 | guide,true,organisation,Vietnam National University,베트남국립대학교,true,true,registered public glossary term,,
VNUA,detail:E-001 | guide,true,organisation,Vietnam National University of Agriculture,베트남국립농업대학교,true,true,registered public glossary term,,
VNX,detail:C-019 | detail:E-007 | guide,true,organisation,Vietnam Exchange,베트남증권거래소,true,true,registered public glossary term,,
VSDC,detail:E-007 | guide,true,organisation,Vietnam Securities Depository and Clearing Corporation,베트남예탁결제원,true,true,registered public glossary term,,
VSEA,detail:E-005 | guide,true,organisation,Vietnam Sustainable Energy Alliance,베트남 지속가능에너지연합,true,true,registered public glossary term,,
VULNERABILITY,detail:B-020,false,uppercase-source-wording,,,false,true,VULNERABILITY는 공개 원문에서 대문자로 적힌 일반 영문 단어 또는 문구입니다. 표기 형태만 대문자일 뿐 약어가 아니므로 용어 풀이 대상에서 제외합니다.,,
VUSTA,detail:E-001 | guide,true,organisation,Vietnam Union of Science and Technology Associations,베트남 과학기술협회연합,true,true,registered public glossary term,,
W/m²,detail:B-042 | guide,true,unit,Watts per square metre,제곱미터당 와트,true,true,registered public glossary term,,
WB,detail:C-014 | guide,true,organisation,World Bank,세계은행,true,true,registered public glossary term,,
WDI,detail:B-016 | guide,true,economy,World Development Indicators,세계개발지표,true,true,registered public glossary term,,
WEPA,detail:B-025 | guide,true,organisation,Water Environment Partnership in Asia,아시아 물환경 파트너십,true,true,registered public glossary term,,
WHO,detail:D-021 | finder | guide,true,organisation,World Health Organization,세계보건기구,true,true,registered public glossary term,,
WIPO,detail:E-008 | detail:E-010 | guide,true,organisation,World Intellectual Property Organization,세계지식재산기구,true,true,registered public glossary term,,
WITS,detail:A-032 | guide,true,organisation,World Integrated Trade Solution,세계통합무역솔루션,true,true,registered public glossary term,,
WRI,detail:B-017 | detail:B-029 | detail:B-031 | detail:B-032 | detail:B-033 | detail:B-034 | download | guide | home,true,organisation,World Resources Institute,세계자원연구소,true,true,registered public glossary term,,
WTO,detail:A-029 | download | guide,true,organisation,World Trade Organization,세계무역기구,true,true,registered public glossary term,,
WWF,guide,true,climate-risk,WWF Risk Filter Suite,WWF 위험 필터 도구모음,true,true,registered public glossary term,,
WWF,detail:B-009 | detail:E-005 | guide,true,organisation,World Wide Fund for Nature,세계자연기금,true,true,registered public glossary term,,
단위 사업당 CAPEX,detail:D-001 | download,true,energy-technology,Capital Expenditure,자본적 지출,true,true,registered public glossary term,,detail:D-001: 단위 사업당 CAPEX 항목별 현황
